Error s-s*
0	0.3	0	0	0.693147	0	
1	0.29851	0	1	0.690942	0	
2	0.297028	0	2	0.688733	0	
3	0.295553	0	3	0.686522	0	
4	0.294086	0	4	0.684307	0	
5	0.292627	0	5	0.682091	0	
6	0.291175	0	6	0.679871	0	
7	0.28973	0	7	0.677649	0	
8	0.288293	0	8	0.675425	0	
9	0.286863	0	9	0.673198	0	
10	0.28544	0	10	0.670969	0	
11	0.284024	0	11	0.668738	0	
12	0.282616	0	12	0.666505	0	
13	0.281214	0	13	0.66427	0	
14	0.279819	0	14	0.662033	0	
15	0.278431	0	15	0.659794	0	
16	0.277051	0	16	0.657553	0	
17	0.275676	0	17	0.655311	0	
18	0.274309	0	18	0.653066	0	
19	0.272948	0	19	0.650821	0	
20	0.271594	0	20	0.648574	0	
21	0.270246	0	21	0.646325	0	
22	0.268905	0	22	0.644076	0	
23	0.267571	0	23	0.641825	0	
24	0.266243	0	24	0.639573	0	
25	0.264921	0	25	0.637319	0	
26	0.263605	0	26	0.635065	0	
27	0.262296	0	27	0.63281	0	
28	0.260993	0	28	0.630554	0	
29	0.259696	0	29	0.628297	0	
30	0.258405	0	30	0.62604	0	
31	0.25712	0	31	0.623782	0	
32	0.255842	0	32	0.621523	0	
33	0.254569	0	33	0.619264	0	
34	0.253302	0	34	0.617005	0	
35	0.252041	0	35	0.614745	0	
36	0.250786	0	36	0.612484	0	
37	0.249536	0	37	0.610224	0	
38	0.248293	0	38	0.607963	0	
39	0.247055	0	39	0.605703	0	
40	0.245823	0	40	0.603442	0	
41	0.244596	0	41	0.601182	0	
42	0.243375	0	42	0.598921	0	
43	0.24216	0	43	0.596661	0	
44	0.24095	0	44	0.594401	0	
45	0.239745	0	45	0.592141	0	
46	0.238546	0	46	0.589882	0	
47	0.237352	0	47	0.587623	0	
48	0.236164	0	48	0.585365	0	
49	0.234981	0	49	0.583107	0	
50	0.233803	0	50	0.58085	0	
51	0.232631	0	51	0.578594	0	
52	0.231464	0	52	0.576339	0	
53	0.230301	0	53	0.574084	0	
54	0.229144	0	54	0.57183	0	
55	0.227993	0	55	0.569578	0	
56	0.226846	0	56	0.567326	0	
57	0.225704	0	57	0.565075	0	
58	0.224567	0	58	0.562826	0	
59	0.223435	0	59	0.560578	0	
60	0.222309	0	60	0.558331	0	
61	0.221187	0	61	0.556085	0	
62	0.22007	0	62	0.553841	0	
63	0.218957	0	63	0.551599	0	
64	0.21785	0	64	0.549358	0	
65	0.216747	0	65	0.547118	0	
